Age,AgeGroup,Attrition,AttritionFlag,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,SatisfactionGroup,MaritalStatus,MonthlyIncome,IncomeGroup,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,TenureGroup,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
44,35-44,No,0,Travel_Rarely,"$1,403",Research & Development,22 km,3,Life Sciences,113,1,Male,$67,1,1,Manufacturing Director,1,Low,Single,"$8,463",High Income,"$16,260",1,Yes,17,3,3,1,18,4,1,1,0-1 Years,0,1,1
40,35-44,No,0,Travel_Rarely,$752,Research & Development,1 km,3,Life Sciences,114,2,Female,$43,2,1,Research Director,1,Low,Married,"$6,736",Middle Income,"$19,416",2,No,16,3,4,0,21,2,1,4,2-4 Years,2,2,0
60,55+,No,0,Non-Travel,$154,Research & Development,4 km,3,Medical,115,2,Male,$49,2,2,Laboratory Technician,3,High,Single,"$10,840",High Income,"$18,899",2,No,15,4,4,1,39,3,1,4,2-4 Years,1,2,4
42,35-44,No,0,Travel_Rarely,$144,Research & Development,4 km,3,Life Sciences,116,2,Male,$73,1,2,Research Director,1,Low,Single,"$9,961",High Income,"$8,958",6,No,12,3,4,0,15,0,1,1,0-1 Years,0,1,0
41,35-44,No,0,Non-Travel,$864,Sales,7 km,3,Life Sciences,117,2,Female,$85,1,3,Sales Executive,4,Very High,Married,"$10,172",High Income,"$15,313",1,No,18,3,1,0,19,0,1,6,5-9 Years,2,0,6
26,25-34,Yes,1,Travel_Rarely,"$1,138",Sales,6 km,3,Technical Degree,118,1,Male,$87,2,1,Sales Representative,1,Low,Single,"$9,717",High Income,"$24,088",3,Yes,16,3,2,0,1,3,1,1,0-1 Years,0,0,0
34,25-34,No,0,Travel_Rarely,"$1,349",Sales,4 km,3,Other,119,4,Female,$66,3,1,Manager,2,Medium,Married,"$6,557",Middle Income,"$2,153",4,No,16,3,3,1,6,2,1,0,0-1 Years,0,0,0
36,35-44,Yes,1,Travel_Rarely,$769,Sales,8 km,3,Other,120,3,Male,$75,4,3,Sales Executive,2,Medium,Single,"$10,430",High Income,"$25,179",3,Yes,11,3,1,0,23,6,1,8,5-9 Years,2,0,3
42,35-44,No,0,Travel_Rarely,$840,Research & Development,1 km,3,Technical Degree,121,3,Female,$77,2,3,Manufacturing Director,3,High,Divorced,"$11,966",High Income,"$10,881",1,No,16,3,1,1,14,6,1,14,10+ Years,0,2,0
44,35-44,Yes,1,Travel_Rarely,$995,Research & Development,3 km,3,Other,122,4,Male,$30,2,2,Research Scientist,1,Low,Married,"$9,024",High Income,"$10,265",0,No,11,3,1,2,22,1,1,0,0-1 Years,0,0,0
28,25-34,No,0,Travel_Frequently,$719,Human Resources,12 km,3,Other,123,2,Female,$53,3,2,Manager,2,Medium,Single,"$9,637",High Income,"$9,156",3,No,16,3,2,2,5,3,1,0,0-1 Years,0,0,0
43,35-44,No,0,Travel_Rarely,$827,Research & Development,5 km,3,Medical,124,1,Female,$97,3,4,Research Director,2,Medium,Married,"$14,287",High Income,"$14,460",4,No,16,3,3,2,20,5,1,11,10+ Years,10,2,3
33,25-34,Yes,1,Travel_Frequently,$420,Human Resources,10 km,3,Other,125,4,Female,$79,4,3,Human Resources,1,Low,Married,"$11,281",High Income,"$17,229",1,No,22,3,2,0,10,0,1,5,5-9 Years,0,2,0
34,25-34,No,0,Travel_Rarely,$511,Research & Development,5 km,3,Medical,126,2,Male,$98,4,1,Healthcare Representative,4,Very High,Divorced,"$9,434",High Income,"$19,803",2,No,13,3,3,1,18,3,1,1,0-1 Years,1,1,1
43,35-44,No,0,Travel_Rarely,$510,Research & Development,4 km,3,Medical,127,3,Male,$61,2,1,Research Scientist,4,Very High,Married,"$7,828",High Income,"$11,770",0,No,21,3,2,0,20,6,1,1,0-1 Years,1,0,1
24,Under 25,No,0,Travel_Rarely,$904,Research & Development,7 km,3,Technical Degree,128,1,Male,$78,1,2,Research Director,2,Medium,Divorced,"$12,241",High Income,"$10,250",0,Yes,14,3,3,1,3,2,1,0,0-1 Years,0,0,0
24,Under 25,Yes,1,Travel_Rarely,"$1,241",Sales,4 km,3,Life Sciences,129,2,Female,$76,1,2,Manager,2,Medium,Single,"$9,714",High Income,"$4,926",2,No,14,3,1,1,3,1,1,3,2-4 Years,0,3,0
25,25-34,No,0,Travel_Rarely,$252,Research & Development,1 km,3,Medical,130,4,Male,$70,4,2,Laboratory Technician,4,Very High,Single,"$9,807",High Income,"$12,549",1,Yes,15,3,2,0,5,1,1,0,0-1 Years,0,0,0
29,25-34,Yes,1,Travel_Rarely,$693,Research & Development,2 km,3,Medical,131,3,Female,$49,3,2,Research Director,2,Medium,Divorced,"$9,841",High Income,"$26,771",1,No,18,3,3,0,5,0,1,4,2-4 Years,0,1,2
20,Under 25,No,0,Travel_Rarely,$397,Sales,9 km,3,Other,132,2,Male,$93,4,1,Sales Executive,1,Low,Married,"$6,328",Middle Income,"$8,293",6,No,14,4,3,1,0,4,1,0,0-1 Years,0,0,0
49,45-54,No,0,Travel_Rarely,"$1,398",Research & Development,1 km,3,Life Sciences,133,3,Male,$46,1,4,Manager,1,Low,Married,"$14,231",High Income,"$2,409",2,Yes,15,3,3,0,28,5,1,11,10+ Years,4,0,1
54,45-54,No,0,Travel_Rarely,$839,Research & Development,10 km,3,Medical,134,4,Male,$38,1,2,Research Scientist,1,Low,Single,"$8,059",High Income,"$7,727",3,No,11,4,3,1,32,2,1,3,2-4 Years,2,2,3
41,35-44,No,0,Travel_Rarely,$188,Research & Development,3 km,3,Life Sciences,135,2,Male,$80,3,1,Research Scientist,1,Low,Single,"$10,180",High Income,"$7,611",1,Yes,14,3,3,1,20,6,1,4,2-4 Years,1,0,0
30,25-34,No,0,Travel_Rarely,$820,Research & Development,6 km,3,Technical Degree,136,2,Female,$75,2,3,Manufacturing Director,2,Medium,Divorced,"$11,358",High Income,"$21,894",3,No,18,3,1,0,12,5,1,6,5-9 Years,2,1,2
25,25-34,Yes,1,Travel_Rarely,$754,Human Resources,1 km,3,Life Sciences,137,4,Female,$39,1,1,HR Business Partner,2,Medium,Single,"$3,771",Low Income,"$18,761",2,Yes,14,3,3,1,4,6,1,2,2-4 Years,0,1,2
53,45-54,No,0,Travel_Rarely,"$1,428",Sales,1 km,3,Marketing,138,4,Female,$73,4,1,Sales Representative,1,Low,Married,"$8,774",High Income,"$18,613",0,No,16,3,4,1,35,5,1,3,2-4 Years,0,3,3
40,35-44,No,0,Travel_Rarely,"$1,391",Research & Development,5 km,3,Life Sciences,139,2,Male,$34,2,3,Manager,2,Medium,Divorced,"$14,915",High Income,"$8,866",3,No,11,3,3,0,18,4,1,5,5-9 Years,1,1,1
42,35-44,No,0,Travel_Rarely,$261,Research & Development,9 km,3,Technical Degree,140,2.5,Male,$59,3,2,Laboratory Technician,4,Very High,Divorced,"$9,287",High Income,"$7,318",1,Yes,15,4,2,0,25,2,1,2,2-4 Years,0,1,0
51,45-54,No,0,Travel_Rarely,$178,Research & Development,2 km,3,Technical Degree,141,1,Male,$75,3,2,Research Director,1,Low,Divorced,"$11,753",High Income,"$24,745",1,No,16,3,1,0,30,1,1,1,0-1 Years,1,0,1
34,25-34,No,0,Travel_Rarely,$893,Research & Development,1 km,3,Life Sciences,142,2,Male,$42,2,2,Research Scientist,4,Very High,Married,"$9,186",High Income,"$10,987",1,Yes,24,3,3,2,7,1,1,7,5-9 Years,3,0,1
31,25-34,No,0,Travel_Rarely,$598,Sales,1 km,3,Marketing,143,3,Male,$84,2,1,Sales Representative,2,Medium,Single,"$7,402",High Income,"$6,578",1,No,16,3,4,1,10,4,1,4,2-4 Years,1,0,3
38,35-44,No,0,Travel_Frequently,$694,Sales,5 km,3,Other,144,3,Male,$86,3,1,Sales Representative,1,Low,Divorced,"$6,940",Middle Income,"$23,254",2,No,13,3,1,0,15,2,1,3,2-4 Years,3,1,2
27,25-34,No,0,Non-Travel,$856,Research & Development,11 km,3,Life Sciences,145,2,Male,$91,4,2,Research Director,2,Medium,Divorced,"$8,537",High Income,"$13,748",0,No,19,3,3,0,5,3,1,3,2-4 Years,2,0,0
42,35-44,No,0,Travel_Rarely,$953,Research & Development,2 km,3,Technical Degree,146,1,Male,$65,3,2,Manager,3,High,Single,"$9,418",High Income,"$15,009",3,No,18,4,4,0,22,3,1,2,2-4 Years,0,0,2
23,Under 25,Yes,1,Travel_Frequently,$764,Sales,2 km,3,Other,147,1,Male,$59,1,1,Manager,1,Low,Married,"$7,391",High Income,"$14,834",2,No,14,3,4,1,1,5,1,1,0-1 Years,1,0,1
42,35-44,No,0,Travel_Rarely,"$1,099",Research & Development,3 km,3,Medical,148,1,Male,$85,2,2,Laboratory Technician,3,High,Single,"$9,178",High Income,"$26,052",3,Yes,11,3,4,1,19,6,1,0,0-1 Years,0,0,0
37,35-44,No,0,Travel_Rarely,$388,Research & Development,4 km,3,Other,149,3,Female,$34,4,3,Healthcare Representative,3,High,Married,"$14,475",High Income,"$19,086",1,No,11,3,4,2,13,3,1,12,10+ Years,0,0,0
50,45-54,No,0,Travel_Rarely,"$1,342",Research & Development,1 km,3,Technical Degree,150,3,Female,$42,1,1,Research Director,2,Medium,Single,"$9,625",High Income,"$5,899",1,No,11,3,2,0,26,3,1,2,2-4 Years,0,1,2
31,25-34,No,0,Travel_Rarely,$751,Sales,2 km,3,Technical Degree,151,2,Female,$65,1,2,Manager,1,Low,Married,"$9,784",High Income,"$16,053",4,No,19,3,2,2,19,1,1,3,2-4 Years,3,0,3
34,25-34,No,0,Travel_Frequently,"$1,406",Human Resources,6 km,3,Other,152,4,Male,$40,2,4,HR Business Partner,4,Very High,Divorced,"$12,576",High Income,"$10,944",0,No,14,3,4,1,13,6,1,11,10+ Years,3,2,2
46,45-54,No,0,Travel_Frequently,$967,Sales,2 km,3,Technical Degree,153,1,Male,$61,1,4,Sales Representative,1,Low,Single,"$12,519",High Income,"$13,163",4,No,14,3,2,2,24,4,1,15,10+ Years,2,3,9
33,25-34,No,0,Travel_Rarely,$852,Research & Development,2 km,3,Life Sciences,154,4,Female,$81,1,2,Manager,1,Low,Married,"$8,627",High Income,"$14,827",1,No,15,3,3,2,12,5,1,1,0-1 Years,1,1,0
38,35-44,No,0,Travel_Rarely,$817,Research & Development,7 km,3,Other,155,3,Female,$35,4,3,Manufacturing Director,4,Very High,Single,"$13,436",High Income,"$12,209",3,No,16,3,1,1,17,4,1,5,5-9 Years,5,1,5
53,45-54,Yes,1,Travel_Rarely,"$1,190",Unknown Department,1 km,3,Marketing,156,3,Male,$82,2,1,Sales Executive,1,Low,Divorced,"$6,310",Middle Income,"$20,935",3,No,13,3,1,0,35,3,1,3,2-4 Years,3,1,0
30,25-34,Yes,1,Travel_Rarely,$294,Sales,1 km,3,Life Sciences,157,2,Female,$39,3,1,Manager,1,Low,Married,"$5,056",Middle Income,"$16,263",1,No,15,3,2,1,9,4,1,3,2-4 Years,0,1,3
41,35-44,No,0,Travel_Rarely,$431,Research & Development,13 km,3,Technical Degree,158,2,Female,$53,3,2,Laboratory Technician,2,Medium,Married,"$9,600",High Income,"$26,343",2,No,17,3,2,1,20,3,1,3,2-4 Years,0,0,3
30,25-34,No,0,Travel_Rarely,$439,Research & Development,9 km,3,Life Sciences,159,2,Male,$57,3,2,Laboratory Technician,2,Medium,Married,"$9,191",High Income,"$19,835",1,No,14,4,3,1,9,5,1,3,2-4 Years,3,3,1
30,25-34,No,0,Travel_Rarely,"$1,152",Research & Development,5 km,3,Other,160,3,Male,$71,2,3,Manager,4,Very High,Married,"$13,605",High Income,"$12,346",0,No,14,3,4,0,11,5,1,5,5-9 Years,3,1,2
49,45-54,Yes,1,Travel_Rarely,$613,Research & Development,4 km,3,Life Sciences,161,3,Male,$94,4,2,Manager,3,High,Married,"$10,466",High Income,"$4,586",3,No,17,3,2,0,30,3,1,2,2-4 Years,2,1,0
24,Under 25,No,0,Travel_Rarely,$987,Human Resources,24 km,3,Other,162,4,Male,$68,1,2,Human Resources,3,High,Single,"$10,029",High Income,"$6,088",3,No,14,3,4,1,0,0,1,0,0-1 Years,0,0,0
34,25-34,No,0,Travel_Rarely,$972,Research & Development,15 km,3,Other,163,1,Male,$53,1,2,Research Scientist,2,Medium,Divorced,"$10,385",High Income,"$13,409",7,No,11,3,1,0,14,6,1,0,0-1 Years,0,0,0
32,25-34,No,0,Travel_Frequently,$351,Research & Development,5 km,3,Other,164,3,Male,$48,1,2,Manager,3,High,Divorced,"$10,377",High Income,"$24,498",1,No,11,3,2,0,12,6,1,5,5-9 Years,1,1,0
34,25-34,No,0,Travel_Rarely,$251,Research & Development,17 km,3,Medical,165,1,Female,$99,2,2,Healthcare Representative,2,Medium,Single,"$10,104",High Income,"$4,855",3,No,19,3,4,1,17,0,1,2,2-4 Years,0,2,0
40,35-44,No,0,Travel_Rarely,$690,Research & Development,7 km,3,Medical,166,1,Unknown,$89,4,2,Healthcare Representative,3,High,Single,"$10,556",High Income,"$21,023",1,Yes,16,3,4,1,19,2,1,2,2-4 Years,0,2,2
32,25-34,No,0,Travel_Rarely,$894,Research & Development,3 km,3,Life Sciences,167,3,Female,$34,1,2,Research Director,2,Medium,Married,"$9,360",High Income,"$13,046",1,Yes,18,3,2,0,9,2,1,2,2-4 Years,2,1,0
37,35-44,Yes,1,Travel_Rarely,$612,Research & Development,11 km,3,Life Sciences,168,3,Male,$50,3,3,Laboratory Technician,2,Medium,Married,"$12,282",High Income,"$17,991",3,No,22,3,4,0,11,2,1,8,5-9 Years,1,2,2
21,Under 25,No,0,Travel_Rarely,$401,Sales,12 km,3,Life Sciences,169,4,Female,$68,4,2,Sales Representative,4,Very High,Single,"$9,012",High Income,"$20,462",0,No,14,3,3,0,0,3,1,0,0-1 Years,0,0,0
36,35-44,No,0,Travel_Rarely,"$1,050",Unknown Department,4 km,3,Other,170,2,Male,$88,1,1,Research Director,2,Medium,Single,"$6,456",Middle Income,"$9,959",2,No,11,4,4,0,15,3,1,1,0-1 Years,1,1,1
31,25-34,No,0,Travel_Rarely,$663,Research & Development,12 km,3,Life Sciences,171,4,Male,$88,2,3,Research Scientist,1,Low,Divorced,"$12,333",High Income,"$9,446",2,No,17,3,3,1,12,5,1,12,10+ Years,0,6,1
31,25-34,Yes,1,Travel_Frequently,$548,Research & Development,2 km,3,Life Sciences,172,2,Male,$38,1,2,Laboratory Technician,1,Low,Single,"$9,733",High Income,"$21,405",2,No,11,3,3,0,9,5,1,0,0-1 Years,0,0,0
36,35-44,No,0,Travel_Rarely,$935,Research & Development,4 km,3,Medical,173,3,Male,$83,4,3,Healthcare Representative,3,High,Single,"$12,151",High Income,"$25,155",3,No,25,3,3,0,14,1,1,6,5-9 Years,1,4,1
46,45-54,No,0,Travel_Rarely,$157,Research & Development,9 km,3,Other,174,3,Male,$57,3,3,Healthcare Representative,1,Low,Married,"$12,799",High Income,"$19,091",4,No,11,3,4,0,23,1,1,10,10+ Years,5,1,6
44,35-44,No,0,Travel_Frequently,"$1,476",Research & Development,2 km,3,Other,175,4,Female,$95,4,2,Research Scientist,3,High,Married,"$8,891",High Income,"$17,761",4,Yes,13,3,2,2,24,4,1,6,5-9 Years,1,1,6
32,25-34,No,0,Non-Travel,"$1,232",Research & Development,4 km,3,Technical Degree,176,1,Unknown,$34,1,1,Healthcare Representative,3,High,Married,"$8,136",High Income,"$10,020",2,No,12,3,1,0,7,0,1,1,0-1 Years,1,1,0
34,25-34,No,0,Non-Travel,$961,Research & Development,5 km,3,Technical Degree,177,2,Male,$53,3,1,Manager,1,Low,Single,"$8,967",High Income,"$16,177",3,No,18,3,3,0,7,4,1,4,2-4 Years,0,1,4
31,25-34,No,0,Travel_Rarely,$701,Research & Development,19 km,3,Technical Degree,178,2,Unknown,$52,4,3,Laboratory Technician,4,Very High,Married,"$13,560",High Income,"$17,772",2,No,23,4,3,1,12,3,1,9,5-9 Years,0,2,0
30,25-34,No,0,Travel_Frequently,"$1,243",Sales,1 km,3,Marketing,179,4,Male,$68,3,1,Sales Executive,4,Very High,Married,"$9,897",High Income,"$15,524",2,Yes,11,3,4,1,2,6,1,2,2-4 Years,1,0,1
21,Under 25,Yes,1,Non-Travel,$708,Research & Development,6 km,3,Technical Degree,180,4,Male,$59,1,1,Laboratory Technician,3,High,Single,"$7,104",High Income,"$10,810",2,No,11,3,3,1,0,0,1,0,0-1 Years,0,0,0
38,35-44,Yes,1,Travel_Frequently,"$1,154",Research & Development,1 km,3,Medical,181,1,Male,$53,4,2,Research Scientist,3,High,Divorced,"$7,559",High Income,"$20,783",3,No,18,3,2,2,11,2,1,0,0-1 Years,0,0,0
46,45-54,No,0,Travel_Rarely,$155,Research & Development,5 km,3,Medical,182,2,Female,$69,4,3,Manager,2,Medium,Single,"$9,914",High Income,"$3,087",3,Yes,12,3,2,0,21,1,1,7,5-9 Years,0,2,0
27,25-34,No,0,Travel_Rarely,"$1,102",Research & Development,8 km,3,Medical,183,3,Female,$88,3,2,Laboratory Technician,4,Very High,Married,"$11,255",High Income,"$18,058",3,No,20,3,1,0,0,4,1,0,0-1 Years,0,0,0
38,35-44,No,0,Travel_Rarely,"$1,040",Sales,9 km,3,Other,184,4,Male,$61,3,1,Sales Representative,2,Medium,Single,"$10,170",High Income,"$5,142",0,No,14,3,2,1,14,5,1,0,0-1 Years,0,0,0
37,35-44,Yes,1,Travel_Rarely,$719,Research & Development,6 km,3,Technical Degree,185,2,Male,$95,2,1,Laboratory Technician,2,Medium,Single,"$10,509",High Income,"$21,999",4,Yes,11,3,2,0,14,0,1,1,0-1 Years,0,0,0
45,45-54,No,0,Travel_Rarely,$156,Sales,20 km,3,Marketing,186,3,Female,$86,3,1,Sales Executive,4,Very High,Divorced,"$7,422",High Income,"$22,562",2,No,16,3,1,1,25,4,1,1,0-1 Years,1,0,1
32,25-34,No,0,Travel_Rarely,$258,Research & Development,3 km,3,Technical Degree,187,3,Male,$42,4,2,Manager,3,High,Single,"$7,679",High Income,"$21,598",7,No,14,3,1,3,9,6,1,4,2-4 Years,0,0,3
19,Under 25,No,0,Travel_Rarely,"$1,071",Research & Development,23 km,3,Technical Degree,188,4,Male,$54,2,2,Research Director,1,Low,Married,"$10,065",High Income,"$12,688",3,No,18,3,3,0,0,2,1,0,0-1 Years,0,0,0
42,35-44,No,0,Travel_Rarely,"$1,315",Sales,9 km,3,Technical Degree,189,2,Male,$79,3,1,Sales Executive,1,Low,Single,"$6,125",Middle Income,"$17,393",3,No,12,3,4,0,19,4,1,0,0-1 Years,0,0,0
19,Under 25,Yes,1,Travel_Rarely,$786,Sales,11 km,3,Technical Degree,190,4,Female,$99,4,1,Sales Representative,4,Very High,Married,"$7,356",High Income,"$21,621",3,Yes,19,3,2,2,0,2,1,0,0-1 Years,0,0,0
29,25-34,Yes,1,Travel_Rarely,$556,Research & Development,8 km,3,Technical Degree,191,1,Male,$56,4,1,Research Scientist,2,Medium,Married,"$9,408",High Income,"$9,562",1,No,11,3,3,1,3,6,1,3,2-4 Years,1,2,3
20,Under 25,No,0,Travel_Rarely,$287,Research & Development,7 km,3,Life Sciences,192,4,Male,$75,1,2,Research Director,1,Low,Single,"$10,829",High Income,"$14,283",2,Yes,14,3,2,2,0,6,1,0,0-1 Years,0,0,0
47,45-54,Yes,1,Travel_Frequently,"$1,004",Research & Development,12 km,3,Other,193,1,Male,$60,3,5,Healthcare Representative,3,High,Married,"$15,881",High Income,"$2,558",6,No,17,3,1,3,27,5,1,18,10+ Years,0,0,0
27,25-34,Yes,1,Travel_Rarely,"$1,183",Research & Development,1 km,3,Medical,194,3,Male,$91,4,1,Laboratory Technician,3,High,Married,"$7,456",High Income,"$10,819",2,No,14,3,3,0,0,2,1,0,0-1 Years,0,0,0
34,25-34,No,0,Travel_Rarely,$755,Research & Development,22 km,3,Technical Degree,195,3,Female,$81,2,1,Healthcare Representative,3,High,Single,"$7,097",High Income,"$4,272",2,No,12,3,2,1,17,2,1,2,2-4 Years,0,0,0
34,25-34,No,0,Travel_Rarely,$709,Human Resources,4 km,3,Life Sciences,196,4,Male,$71,2,2,Human Resources,2,Medium,Single,"$9,565",High Income,"$2,120",5,No,17,3,2,3,9,5,1,1,0-1 Years,1,0,0
22,Under 25,No,0,Travel_Rarely,$128,Sales,1 km,3,Technical Degree,197,2.5,Female,$77,3,2,Sales Executive,1,Low,Married,"$9,584",High Income,"$22,345",3,Yes,14,3,4,0,0,4,1,0,0-1 Years,0,0,0
36,35-44,No,0,Travel_Rarely,"$1,473",Research & Development,6 km,3,Life Sciences,198,3,Female,$67,1,4,Healthcare Representative,2,Medium,Married,"$15,715",High Income,"$24,888",3,No,18,3,3,1,13,4,1,13,10+ Years,1,2,2
41,35-44,No,0,Travel_Rarely,$184,Research & Development,18 km,3,Other,199,2,Unknown,$74,1,3,Manufacturing Director,1,Low,Single,"$12,228",High Income,"$4,118",3,No,18,3,2,1,21,4,1,5,5-9 Years,1,2,3
32,25-34,Yes,1,Travel_Rarely,"$1,212",Sales,13 km,3,Life Sciences,200,1,Male,$85,4,2,Sales Executive,2,Medium,Single,"$7,890",High Income,"$11,069",3,No,17,3,4,0,6,1,1,0,0-1 Years,0,0,0
38,35-44,No,0,Travel_Rarely,$199,Research & Development,9 km,3,Medical,201,2,Male,$74,3,3,Research Director,3,High,Single,"$11,462",High Income,"$20,978",4,No,17,3,2,1,16,2,1,6,5-9 Years,2,0,6
39,35-44,Yes,1,Non-Travel,$282,Research & Development,2 km,3,Technical Degree,202,4,Male,$36,3,2,Laboratory Technician,3,High,Married,"$12,153",High Income,"$4,687",5,No,16,3,4,0,13,4,1,0,0-1 Years,0,0,0
44,35-44,No,0,Travel_Rarely,$357,Research & Development,5 km,3,Life Sciences,203,1,Female,$95,1,2,Laboratory Technician,3,High,Divorced,"$11,281",High Income,"$2,167",3,No,16,3,2,2,23,4,1,0,0-1 Years,0,0,0
33,25-34,No,0,Travel_Rarely,"$1,066",Human Resources,17 km,3,Human Resources,204,2,Male,$79,3,2,HR Business Partner,3,High,Married,"$8,945",High Income,"$8,140",4,No,19,4,4,1,12,5,1,1,0-1 Years,0,0,1
52,45-54,No,0,Travel_Frequently,"$1,117",Research & Development,2 km,3,Life Sciences,205,3,Female,$91,4,2,Manager,3,High,Married,"$9,620",High Income,"$10,540",2,No,16,3,3,2,30,2,1,2,2-4 Years,0,2,2
37,35-44,Yes,1,Travel_Frequently,$970,Sales,8 km,3,Other,206,3,Male,$68,1,2,Manager,2,Medium,Single,"$9,473",High Income,"$18,803",3,Yes,23,3,3,0,17,2,1,0,0-1 Years,0,0,0
47,45-54,No,0,Travel_Rarely,"$1,004",Research & Development,2 km,3,Technical Degree,207,3,Male,$78,3,4,Manager,2,Medium,Married,"$13,727",High Income,"$9,250",3,Yes,25,3,4,0,26,3,1,13,10+ Years,12,1,0
24,Under 25,No,0,Travel_Rarely,$266,Research & Development,9 km,3,Life Sciences,208,4,Female,$97,4,1,Research Director,2,Medium,Single,"$9,775",High Income,"$8,583",2,Yes,16,3,3,0,3,2,1,1,0-1 Years,1,0,0
35,35-44,Yes,1,Travel_Rarely,$511,Research & Development,5 km,3,Other,209,3,Female,$67,3,2,Healthcare Representative,4,Very High,Single,"$7,593",High Income,"$8,132",4,Yes,13,3,3,2,18,1,1,0,0-1 Years,0,0,0
41,35-44,No,0,Travel_Rarely,$853,Research & Development,2 km,3,Technical Degree,210,4,Male,$76,3,2,Manufacturing Director,4,Very High,Single,"$9,056",High Income,"$22,419",2,No,14,3,1,0,22,2,1,4,2-4 Years,1,0,3
44,35-44,No,0,Travel_Rarely,$410,Research & Development,4 km,3,Medical,211,2,Male,$77,2,1,Manager,4,Very High,Single,"$9,489",High Income,"$19,038",3,No,11,3,3,1,23,2,1,4,2-4 Years,2,0,0
34,25-34,No,0,Travel_Rarely,$963,Sales,6 km,3,Life Sciences,212,4,Male,$75,4,2,Manager,1,Low,Married,"$6,626",Middle Income,"$16,269",5,No,12,3,2,0,13,4,1,1,0-1 Years,1,1,0
38,35-44,No,0,Travel_Rarely,"$1,326",Research & Development,2 km,3,Other,213,3,Female,$62,2,3,Research Scientist,1,Low,Single,"$13,480",High Income,"$11,249",4,Yes,13,3,4,0,14,2,1,9,5-9 Years,6,0,3
40,35-44,No,0,Travel_Rarely,"$1,260",Sales,8 km,3,Technical Degree,214,1,Male,$53,3,3,Manager,4,Very High,Single,"$10,536",High Income,"$17,911",1,Yes,13,4,3,1,17,5,1,5,5-9 Years,3,2,5
28,25-34,No,0,Travel_Rarely,$264,Research & Development,1 km,3,Life Sciences,215,4,Male,$33,3,1,Research Director,3,High,Divorced,"$6,767",Middle Income,"$3,365",2,Yes,18,3,1,0,3,3,1,3,2-4 Years,3,1,1
20,Under 25,No,0,Travel_Frequently,$423,Human Resources,2 km,3,Life Sciences,216,2,Male,$33,4,1,Manager,2,Medium,Married,"$6,605",Middle Income,"$11,724",1,No,20,3,1,0,1,3,1,1,0-1 Years,1,0,1
30,25-34,No,0,Travel_Rarely,$557,Research & Development,5 km,3,Medical,217,3,Male,$81,4,2,Laboratory Technician,1,Low,Single,"$9,819",High Income,"$20,316",2,No,15,3,1,1,9,0,1,2,2-4 Years,2,1,2
27,25-34,No,0,Travel_Rarely,"$1,460",Research & Development,1 km,3,Other,218,4,Male,$56,2,2,Manager,3,High,Single,"$12,329",High Income,"$12,692",5,No,16,3,2,3,5,5,1,5,5-9 Years,5,2,2
34,25-34,No,0,Travel_Rarely,$307,Sales,3 km,3,Other,219,3,Female,$89,4,1,Manager,2,Medium,Single,"$8,266",High Income,"$9,279",1,No,17,3,1,1,7,6,1,2,2-4 Years,0,1,1
32,25-34,Yes,1,Travel_Rarely,"$1,447",Sales,8 km,3,Life Sciences,220,3,Female,$87,1,3,Manager,3,High,Single,"$7,595",High Income,"$13,357",2,Yes,11,3,3,1,11,1,1,9,5-9 Years,6,0,2
43,35-44,No,0,Travel_Rarely,$295,Research & Development,5 km,3,Life Sciences,221,2,Female,$76,4,2,Research Scientist,2,Medium,Divorced,"$9,489",High Income,"$13,287",4,No,12,3,4,1,19,4,1,5,5-9 Years,0,0,5
50,45-54,No,0,Travel_Rarely,$621,Research & Development,2 km,3,Medical,222,2,Male,$92,2,1,Research Scientist,3,High,Divorced,"$4,973",Low Income,"$16,058",2,No,11,3,4,1,30,1,1,0,0-1 Years,0,0,0
54,45-54,No,0,Travel_Rarely,$808,Research & Development,29 km,3,Other,223,1,Male,$34,4,1,Manager,3,High,Divorced,"$7,145",High Income,"$2,345",1,No,16,3,2,3,25,1,1,2,2-4 Years,1,2,2
43,35-44,No,0,Travel_Rarely,"$1,327",Research & Development,28 km,3,Technical Degree,224,2,Male,$74,1,4,Healthcare Representative,3,High,Married,"$13,154",High Income,"$24,647",4,No,21,4,2,2,17,6,1,10,10+ Years,3,0,1
41,35-44,No,0,Travel_Rarely,"$1,085",Research & Development,4 km,3,Medical,225,3,Female,$89,2,2,Healthcare Representative,4,Very High,Divorced,"$11,719",High Income,"$10,113",1,No,12,3,2,2,16,3,1,3,2-4 Years,1,0,0
36,35-44,No,0,Travel_Frequently,"$1,327",Sales,3 km,3,Other,226,2,Male,$41,1,2,Sales Executive,4,Very High,Married,"$7,544",High Income,"$21,848",1,No,11,3,1,0,16,3,1,4,2-4 Years,3,1,3
