Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35,No,Non-Travel,1133,Sales,8.0,2.0,Life Sciences,1,1289,1.0,Female,94,1,2,Sales Representative,3.0,Married,9062.0,26525,0.0,Y,Yes,13,3,1,80,2,13.0,0,3.0,1,1,1,1
25,No,Travel_Rarely,1420,Research & Development,5.0,,Medical,1,835,4.0,Male,51,4,1,LABORATORY TECHNICIAN,3.0,Married,9488.0,3798,2.0,Y,Yes,11,3,3,80,1,6.0,1,3.0,0,0,0,0
41,No,Travel_Rarely,728,Research & Development,1.0,2.0,Medical,1,1143,3.0,Male,75,1,2,Manager,1.0,married,9567.0,12868,2.0,Y,No,11,3,2,80,0,21.0,1,3.0,2,2,0,0
41,Yes,Travel_Rarely,933,research & development,5.0,3.0,Technical Degree,1,1248,3.0,Male,77,2,3,Laboratory Technician,1.0,Divorced,10899.0,5174,4.0,Y,Yes,17,4,4,80,1,18.0,4,2.0,5,0,1,0
36,N,Travel_Frequently,1403,SALES,11.0,1.0,Marketing,1,294,1.0,Male,34,3,2,Sales Representative,4.0,MARRIED,10483.0,9710,2.0,Y,No,16,4,3,80,1,8.0,5,4.0,6,6,4,6
28,No,Non-Travel,931,research & development,2.0,2.0,Other,1,1223,2.0,Male,97,3,2,manager,1.0,Married,7821.0,9213,0.0,Y,No,13,3,4,80,2,11.0,2,2.0,0,0,0,0
26,Yes,Travel_Rarely,1138,Sales,6.0,3.0,Technical Degree,1,118,1.0,Male,87,2,1,Sales Representative,1.0,single,9717.0,24088,3.0,Y,Yes,16,3,2,80,0,1.0,3,3.0,1,0,0,0
22,No,Travel_Rarely,661,Research & Development,10.0,1.0,Technical Degree,1,303,3.0,Female,60,4,2,Research Director,2.0,Divorced,9138.0,14695,2.0,Y,No,12,3,4,80,1,2.0,4,3.0,2,2,2,2
44,Yes,Travel_Rarely,320,research & development,1.0,3.0,Life Sciences,1,1243,2.0,Male,69,4,1,Healthcare Representative,2.0,  Married  ,5992.0,3852,2.0,Y,No,20,3,3,80,1,16.0,4,3.0,1,1,1,0
32,No,TRAVEL_RARELY,313,Research & Development,8.0,2.0,OTHER,1,465,2.0,Male,79,4,2,Research Director,2.0,Married,8136.0,6042,2.0,Y,No,14,3,3,80,1,10.0,1,1.0,7,2,1,0
35,Yes,  Travel_Rarely  ,261,  Research & Development  ,27.0,3.0,Medical,1,1337,2.0,Female,85,2,2,Healthcare Representative,,Divorced,10132.0,18353,7.0,Y,Yes,11,3,3,80,1,13.0,3,2.0,1,1,1,1
44,No,Travel_Frequently,1425,Research & Development,18.0,3.0,Life Sciences,1,663,2.0,Male,90,1,2,Healthcare Representative,4.0,Divorced,11433.0,8727,3.0,Y,Yes,15,3,1,80,2,27.0,2,3.0,2,0,1,2
32,No,Travel_Rarely,1315,research & development,8.0,2.0,Technical Degree,1,1111,1.0,Male,45,1,4,Research Scientist,1.0,Divorced,14162.0,13714,4.0,Y,No,12,3,1,80,0,14.0,2,3.0,12,2,2,1
38,No,Travel_Rarely,473,Research & Development,6.0,1.0,Other,1,708,2.0,Female,89,2,1,Healthcare Representative,4.0,Divorced,7509.0,24017,3.0,Y,Yes,19,3,2,80,2,16.0,6,3.0,2,2,0,2
28,No,Travel_Rarely,1460,Research & Development,3.0,2.0,Other,1,1407,4.0,Male,55,2,2,Manager,3.0,married,8959.0,19362,1.0,Y,No,17,3,4,80,0,0.0,6,4.0,0,0,0,0
39,No,Travel_Rarely,191,Research & Development,8.0,3.0,other,1,686,2.0,Female,95,2,2,Manufacturing Director,1.0,Single,10382.0,4310,1.0,Y,No,17,3,3,80,2,16.0,0,3.0,2,2,1,2
31,No,Travel_Rarely,1125,RESEARCH & DEVELOPMENT,6.0,2.0,Medical,1,539,3.0,Male,36,2,2,Laboratory Technician,4.0,Married,12575.0,11304,2.0,Y,No,18,3,4,80,2,9.0,3,2.0,9,1,1,1
52,yes,Travel_Rarely,289,Research & Development,14.0,1.0,Technical Degree,1,238,4.0,Female,55,1,2,LABORATORY TECHNICIAN,1.0,Divorced,12131.0,16958,4.0,Y,no,20,3,2,80,2,28.0,6,4.0,2,1,1,0
36,N,Travel_Rarely,669,Research & Development,4.0,,MEDICAL,1,550,3.0,Female,68,4,1,Research Scientist,1.0,Married,5488.0,7761,,Y,Yes,11,3,4,80,1,15.0,4,,4,0,0,4
31,No,  Non-Travel  ,452,sales,1.0,3.0,other,1,1045,3.0,Female,55,1,2,Sales Executive,2.0,Married,8165.0,22669,6.0,Y,Yes,11,3,4,80,0,7.0,4,2.0,1,1,1,1
43,Yes,Travel_Rarely,1028,Research & Development,1.0,2.0,Other,1,861,1.0,Male,54,2,1,Manager,3.0,Married,9579.0,16906,1.0,Y,yes,15,3,4,80,3,17.0,4,3.0,1,1,1,1
42,No,travel_rarely,319,Research & Development,3.0,3.0,Other,1,855,4.0,Male,92,4,1,Healthcare Representative,3.0,MARRIED,7557.0,22168,2.0,Y,Yes,19,3,3,80,0,26.0,1,3.0,3,3,0,2
40,No,Travel_Rarely,569,Research & Development,1.0,4.0,Technical Degree,1,273,4.0,Female,73,2,4,Manufacturing Director,2.0,Married,12619.0,5827,1.0,Y,No,13,3,2,80,0,19.0,1,2.0,14,3,3,0
46,No,Travel_Rarely,643,Sales,11.0,4.0,OTHER,1,1404,2.0,Female,46,1,2,sales executive,1.0,DIVORCED,9225.0,12815,5.0,Y,Yes,11,3,4,80,1,22.0,3,3.0,4,0,0,4
47,No,NON-TRAVEL,1017,Human Resources,7.0,4.0,Other,1,636,3.0,Female,98,2,2,  Human Resources  ,1.0,DIVORCED,10518.0,24188,2.0,Y,No,19,4,4,80,1,24.0,4,4.0,4,0,4,0
28,No,TRAVEL_RARELY,1056,Human Resources,24.0,2.0,LIFE SCIENCES,1,40,3.0,Male,80,3,3,Human Resources,3.0,Married,12568.0,26800,2.0,Y,no,14,3,1,80,3,5.0,0,3.0,5,2,5,1
29,yes,TRAVEL_RARELY,582,Research & Development,10.0,2.0,Life Sciences,1,44,1.0,Male,55,1,1,  Healthcare Representative  ,1.0,  Single  ,7088.0,6480,2.0,Y,No,12,3,4,80,0,6.0,3,,4,1,4,0
30,No,TRAVEL_RARELY,1496,  Research & Development  ,19.0,3.0,technical degree,1,1088,4.0,Male,38,4,2,Manufacturing Director,4.0,Single,9714.0,14499,1.0,Y,No,20,3,2,80,1,1.0,2,3.0,0,0,0,0
35,yes,Travel_Rarely,843,SALES,29.0,3.0,Life Sciences,1,1293,3.0,Male,92,3,2,Sales Representative,2.0,Single,8066.0,9321,2.0,Y,No,17,3,4,80,0,13.0,2,3.0,9,7,0,2
49,0,Non-Travel,156,Research & Development,13.0,2.0,OTHER,1,627,2.0,Female,96,4,1,Healthcare Representative,4.0,  Married  ,10081.0,6628,4.0,Y,No,21,3,3,80,0,29.0,3,3.0,0,0,0,0
56,No,Travel_Rarely,733,Research & Development,1.0,1.0,medical,1,760,4.0,,94,2,5,Research Director,2.0,Married,16486.0,17795,3.0,Y,No,19,3,3,80,1,32.0,0,2.0,27,1,2,1
49,No,travel_rarely,1328,Research & Development,29.0,4.0,Other,1,664,2.0,Male,60,2,1,Manufacturing Director,1.0,Married,6459.0,24102,2.0,Y,No,23,3,4,80,1,22.0,0,3.0,2,2,0,2
32,No,Travel_Rarely,676,human resources,4.0,3.0,Life Sciences,1,305,1.0,Male,87,3,3,manager,3.0,Married,9638.0,8456,2.0,Y,No,16,3,3,80,0,12.0,4,2.0,5,0,0,1
26,Yes,Travel_Rarely,989,Research & Development,14.0,2.0,Other,1,745,3.0,Male,57,4,2,Laboratory Technician,4.0,Single,10739.0,22665,2.0,Y,No,14,3,2,80,0,2.0,2,3.0,2,0,0,2
37,No,TRAVEL_RARELY,1146,Research & Development,2.0,4.0,Technical Degree,1,679,1.0,Male,40,1,2,Laboratory Technician,3.0,Divorced,12933.0,17284,7.0,Y,No,11,3,4,80,1,15.0,3,4.0,0,0,0,0
32,Yes,Non-Travel,1160,Sales,6.0,,Other,1,984,4.0,Male,54,3,1,Sales Representative,1.0,Single,8935.0,13065,1.0,Y,N,12,3,1,80,0,3.0,6,4.0,3,1,0,0
48,No,Travel_Rarely,564,Research & Development,3.0,4.0,TECHNICAL DEGREE,1,617,1.0,Female,99,2,4,Manager,4.0,Single,15013.0,18632,2.0,Y,No,17,3,2,80,0,30.0,4,1.0,15,0,3,3
38,No,Travel_Rarely,1246,SALES,1.0,2.0,Marketing,1,1149,1.0,Male,89,1,2,  Sales Executive  ,4.0,SINGLE,8223.0,12865,4.0,Y,no,11,3,2,80,0,12.0,3,3.0,0,0,0,0
33,No,travel_rarely,486,Sales,5.0,1.0,Other,1,573,4.0,Male,72,2,2,Sales Representative,3.0,Single,9885.0,5971,6.0,Y,No,11,3,1,80,2,9.0,0,1.0,9,0,1,0
34,No,Travel_Rarely,1494,Research & Development,9.0,2.0,Life Sciences,1,489,2.0,Male,32,4,3,Laboratory Technician,3.0,MARRIED,11193.0,7972,2.0,Y,No,15,3,3,80,2,9.0,6,3.0,6,0,0,0
33,No,Travel_Rarely,1177,Research & Development,12.0,4.0,Other,1,797,1.0,Female,64,4,3,Laboratory Technician,1.0,MARRIED,11215.0,13970,4.0,Y,No,13,3,4,80,1,10.0,0,3.0,5,0,5,0
24,No,Travel_Rarely,1488,Research & Development,8.0,2.0,  Life Sciences  ,1,506,1.0,Female,73,1,2,Manufacturing Director,3.0,Married,8387.0,25875,4.0,Y,N,11,3,3,80,0,3.0,6,3.0,3,2,1,1
34,0,travel_rarely,195,RESEARCH & DEVELOPMENT,2.0,3.0,other,1,1358,4.0,Female,62,4,1,Healthcare Representative,2.0,Divorced,8009.0,25773,1.0,Y,No,15,3,1,80,0,14.0,3,,0,0,0,0
42,Yes,Travel_Rarely,996,Research & Development,5.0,3.0,MEDICAL,1,558,2.0,,97,3,1,Research Scientist,3.0,Married,8897.0,2239,1.0,Y,No,20,3,2,80,2,22.0,2,3.0,3,1,0,0
38,No,Non-Travel,661,sales,6.0,3.0,Other,1,74,1.0,Male,54,2,1,Manager,1.0,Single,8683.0,6609,4.0,Y,No,16,3,2,80,1,16.0,3,2.0,2,2,2,0
44,No,travel_rarely,971,Sales,3.0,4.0,Marketing,1,1112,2.0,Male,73,4,2,Sales Executive,1.0,  Married  ,8234.0,16272,4.0,Y,No,13,3,4,80,3,,6,3.0,8,7,0,2
33,No,travel_frequently,785,Sales,1.0,5.0,Marketing,1,1227,2.0,Female,78,2,3,Manager,1.0,  Married  ,11061.0,16372,3.0,Y,No,15,3,1,80,1,11.0,6,3.0,7,1,0,3
36,No,Travel_Rarely,681,Research & Development,19.0,2.0,Life Sciences,1,826,4.0,Male,97,3,2,Laboratory Technician,3.0,Divorced,,20104,1.0,Y,No,14,3,3,80,0,12.0,2,2.0,8,1,0,0
37,No,Travel_Rarely,1031,human resources,1.0,3.0,Life Sciences,1,515,3.0,Male,45,3,1,HR Business Partner,4.0,Married,6251.0,2839,2.0,Y,yes,11,4,2,80,2,16.0,6,3.0,2,0,1,2
54,No,Travel_Rarely,403,Sales,2.0,3.0,  Technical Degree  ,1,458,3.0,Female,48,2,3,Sales Representative,2.0,Single,11432.0,14896,2.0,Y,N,13,3,1,80,1,29.0,1,3.0,8,4,3,3
35,Yes,Travel_Rarely,268,Research & Development,1.0,4.0,Life Sciences,1,474,4.0,Male,77,1,2,research scientist,3.0,MARRIED,7443.0,7371,6.0,Y,Yes,20,3,1,80,0,15.0,6,3.0,0,0,0,0
31,No,Non-Travel,190,Research & Development,2.0,2.0,Technical Degree,1,874,1.0,Male,80,1,3,RESEARCH DIRECTOR,4.0,Single,12009.0,5829,4.0,Y,0,16,3,4,80,3,14.0,6,2.0,14,2,4,1
33,No,Travel_Rarely,213,  Research & Development  ,10.0,3.0,Life Sciences,1,248,3.0,Male,47,4,2,Manager,1.0,Married,12731.0,14115,3.0,Y,Yes,13,3,3,80,0,11.0,6,4.0,4,0,0,2
37,No,Travel_Rarely,1172,Research & Development,6.0,3.0,Technical Degree,1,1228,1.0,Male,48,2,2,Manager,2.0,Single,9794.0,23873,0.0,Y,No,11,3,1,80,0,14.0,0,1.0,0,0,0,0
36,yes,Travel_Frequently,154,Research & Development,4.0,1.0,Medical,1,318,2.0,Male,64,4,4,Research Scientist,1.0,Married,15779.0,26325,1.0,Y,No,11,3,4,80,1,15.0,0,3.0,11,0,1,3
43,No,Travel_Rarely,1042,Sales,25.0,3.0,Technical Degree,1,857,2.0,Male,34,4,1,Sales Representative,1.0,Single,5664.0,10232,,Y,no,18,3,3,80,1,21.0,4,1.0,3,1,3,3
40,no,travel_rarely,1359,human resources,1.0,3.0,Life Sciences,1,615,4.0,Female,46,3,3,HR BUSINESS PARTNER,2.0,Divorced,8957.0,26023,2.0,Y,No,22,4,2,80,2,15.0,5,3.0,13,0,0,0
25,yes,Travel_Rarely,754,Human Resources,1.0,2.0,Life Sciences,1,137,4.0,Female,39,1,1,HR Business Partner,2.0,Single,3771.0,18761,2.0,Y,Yes,14,3,3,80,1,4.0,6,3.0,2,0,1,2
41,No,Travel_Rarely,249,Sales,1.0,1.0,Other,1,793,2.0,Female,78,3,3,SALES EXECUTIVE,2.0,  Divorced  ,11828.0,3753,3.0,Y,No,16,3,4,80,2,19.0,1,4.0,13,3,1,2
35,Yes,Travel_Rarely,1113,Sales,6.0,3.0,Other,1,312,2.0,Male,96,3,2,sales representative,1.0,Single,8818.0,23906,8.0,Y,no,20,4,4,80,1,14.0,4,3.0,8,8,2,8
36,No,  Travel_Frequently  ,1251,Research & Development,9.0,2.0,Technical Degree,1,1264,,Male,35,4,1,Research Scientist,4.0,Divorced,6899.0,9214,2.0,Y,No,12,3,4,80,1,14.0,0,3.0,0,0,0,0
25,No,Travel_Rarely,1431,Sales,2.0,4.0,Other,1,628,4.0,Male,53,2,2,Manager,3.0,divorced,11189.0,20472,2.0,Y,Yes,16,4,4,80,1,3.0,3,3.0,1,1,1,1
37,No,TRAVEL_FREQUENTLY,841,Research & Development,1.0,3.0,Other,1,1386,1.0,Male,41,3,3,MANAGER,4.0,Single,10754.0,17834,5.0,Y,No,13,3,4,80,1,13.0,4,2.0,6,0,0,6
41,Yes,Travel_Rarely,1274,Sales,8.0,2.0,Marketing,1,1207,3.0,Male,33,4,1,  Sales Representative  ,2.0,Married,3272.0,15648,0.0,Y,No,14,3,1,80,2,23.0,1,3.0,4,1,0,4
30,Yes,Travel_Rarely,561,Research & Development,8.0,2.0,other,1,725,2.0,Female,67,3,3,Healthcare Representative,4.0,SINGLE,10108.0,9719,3.0,Y,yes,17,3,1,80,0,11.0,5,4.0,8,3,0,5
29,N,TRAVEL_RARELY,1229,RESEARCH & DEVELOPMENT,8.0,2.0,TECHNICAL DEGREE,1,389,1.0,Male,71,3,1,Manager,4.0,Single,5851.0,12786,3.0,Y,no,11,4,4,80,3,0.0,0,3.0,0,0,0,0
48,No,Travel_Rarely,1437,Research & Development,3.0,2.0,Technical Degree,1,332,4.0,Male,76,3,2,Manager,,  Single  ,8740.0,18768,4.0,Y,no,21,3,2,80,1,23.0,1,2.0,2,2,2,1
39,No,Travel_Rarely,942,Sales,14.0,2.0,Life Sciences,1,968,3.0,Male,46,4,4,Manager,4.0,MARRIED,11789.0,13065,6.0,Y,Yes,14,3,2,80,1,16.0,3,4.0,12,1,3,2
29,0,  Travel_Rarely  ,1379,Research & Development,2.0,3.0,  Technical Degree  ,1,967,2.0,Female,90,3,3,Research Scientist,1.0,Married,10658.0,16631,4.0,Y,No,16,4,3,80,2,5.0,6,3.0,5,4,4,1
34,No,TRAVEL_RARELY,1294,Sales,1.0,2.0,Other,1,42,4.0,Female,39,1,2,Sales Representative,3.0,  Divorced  ,10543.0,6461,2.0,Y,Yes,15,3,4,80,2,15.0,1,2.0,2,1,1,2
31,No,Travel_Rarely,701,Research & Development,19.0,3.0,Technical Degree,1,178,2.0,,52,4,3,Laboratory Technician,4.0,MARRIED,13560.0,17772,2.0,Y,No,23,4,3,80,1,12.0,3,3.0,9,0,2,0
36,No,Travel_Rarely,1322,Research & Development,3.0,3.0,technical degree,1,796,3.0,,81,1,5,MANUFACTURING DIRECTOR,4.0,Divorced,13753.0,11660,5.0,Y,No,16,3,4,80,2,15.0,1,2.0,15,6,0,4
41,Yes,Travel_Rarely,1036,RESEARCH & DEVELOPMENT,2.0,3.0,Life Sciences,1,256,4.0,Female,67,1,1,Research Scientist,1.0,Single,4681.0,15413,4.0,Y,No,19,3,1,80,1,17.0,4,3.0,3,2,0,1
24,no,Travel_Frequently,782,Research & Development,7.0,2.0,  Other  ,1,240,3.0,,58,3,1,MANUFACTURING DIRECTOR,1.0,Married,8608.0,21337,5.0,Y,no,12,3,3,80,0,1.0,3,3.0,1,1,0,1
39,Yes,NON-TRAVEL,282,research & development,2.0,4.0,technical degree,1,202,4.0,Male,36,3,2,  Laboratory Technician  ,3.0,Married,12153.0,4687,5.0,Y,No,16,3,4,80,0,13.0,4,4.0,0,0,0,0
43,no,Travel_Rarely,1385,Research & Development,5.0,2.0,Life Sciences,1,27,1.0,Female,36,2,2,Research Scientist,1.0,Single,9618.0,2606,2.0,Y,no,17,3,4,80,0,23.0,3,1.0,9,1,1,0
33,No,Travel_Rarely,961,Research & Development,29.0,3.0,Life Sciences,1,1460,3.0,Male,97,2,3,  Healthcare Representative  ,1.0,Single,9110.0,9263,2.0,Y,No,11,3,1,80,0,9.0,5,3.0,9,0,1,5
43,Yes,Travel_Rarely,468,Sales,2.0,1.0,Life Sciences,1,1398,2.0,Male,84,3,2,SALES EXECUTIVE,3.0,single,8035.0,15422,7.0,Y,No,22,3,1,80,2,24.0,0,3.0,9,1,0,1
32,No,Non-Travel,1232,  Research & Development  ,4.0,1.0,Technical Degree,1,176,1.0,,34,1,1,HEALTHCARE REPRESENTATIVE,3.0,MARRIED,8136.0,10020,2.0,Y,No,12,3,1,80,0,7.0,0,1.0,1,1,1,0
29,Yes,Travel_Rarely,335,Sales,16.0,2.0,Marketing,1,3,4.0,Male,53,1,2,Sales Executive,1.0,Married,9785.0,10093,2.0,Y,N,13,3,2,80,1,9.0,3,3.0,2,0,1,1
43,Y,  Travel_Frequently  ,1399,Research & Development,7.0,3.0,Life Sciences,1,938,1.0,Female,85,4,1,MANAGER,2.0,MARRIED,8732.0,13259,2.0,Y,no,20,4,3,80,1,19.0,3,2.0,4,4,1,1
24,Yes,Travel_Rarely,1241,Sales,4.0,3.0,Life Sciences,1,129,2.0,Female,76,1,2,MANAGER,2.0,Single,9714.0,4926,2.0,Y,No,14,3,1,80,1,3.0,1,3.0,3,0,3,0
33,No,Travel_Rarely,1380,Sales,16.0,1.0,Other,1,1132,3.0,Female,91,3,1,Manager,3.0,Married,7132.0,5234,2.0,Y,no,17,3,1,80,0,6.0,1,3.0,0,0,0,0
37,No,Travel_Rarely,696,SALES,20.0,2.0,Marketing,1,395,2.0,Male,88,2,1,Sales Representative,4.0,  Single  ,7109.0,21910,2.0,Y,No,11,3,4,80,3,14.0,4,2.0,1,1,0,1
23,Yes,Travel_Rarely,633,Research & Development,1.0,2.0,  Technical Degree  ,1,426,4.0,Male,65,1,1,Healthcare Representative,3.0,married,6922.0,17148,1.0,Y,No,17,3,2,80,0,0.0,3,2.0,0,0,0,0
41,No,Travel_Rarely,290,Research & Development,10.0,4.0,Technical Degree,1,864,3.0,Male,72,2,3,Research Scientist,1.0,Single,10831.0,21818,1.0,Y,No,20,3,1,80,1,18.0,4,3.0,5,2,0,0
28,Yes,Travel_Rarely,1073,Research & Development,9.0,2.0,OTHER,1,1431,4.0,Male,93,2,2,manager,4.0,Married,11124.0,24980,1.0,Y,N,14,3,2,80,2,7.0,2,3.0,7,6,1,3
19,Yes,Travel_Frequently,408,Research & Development,1.0,3.0,Other,1,1352,4.0,Male,90,2,1,Manager,3.0,Married,7663.0,11087,3.0,Y,Yes,17,3,1,80,2,0.0,4,2.0,0,0,0,0
53,No,Travel_Rarely,488,Research & Development,7.0,3.0,Medical,1,1093,3.0,Female,88,1,2,Healthcare Representative,4.0,Married,12720.0,5044,2.0,Y,No,13,3,4,80,2,33.0,2,3.0,6,1,0,2
24,No,Travel_Rarely,153,SALES,13.0,2.0,Marketing,1,334,2.0,Male,42,4,2,Manager,2.0,married,7983.0,18714,3.0,Y,Yes,15,3,1,80,1,0.0,3,2.0,0,0,0,0
34,no,Travel_Rarely,755,Research & Development,22.0,2.0,TECHNICAL DEGREE,1,195,3.0,Female,81,2,1,Healthcare Representative,3.0,SINGLE,7097.0,4272,,Y,No,12,3,2,80,1,17.0,2,2.0,2,0,0,0
39,Yes,TRAVEL_FREQUENTLY,425,Sales,1.0,2.0,Marketing,1,941,2.0,Female,88,2,1,Manager,3.0,Married,8410.0,25382,5.0,Y,No,15,3,1,80,1,16.0,5,1.0,0,0,0,0
40,No,Non-Travel,1013,  Sales  ,1.0,3.0,MARKETING,1,642,2.0,Male,53,4,1,Sales Representative,2.0,Married,7702.0,23679,3.0,Y,No,15,3,2,80,1,19.0,2,3.0,0,0,0,0
30,No,Travel_Frequently,341,RESEARCH & DEVELOPMENT,4.0,3.0,technical degree,1,1005,2.0,Female,49,3,2,Laboratory Technician,3.0,single,6797.0,3936,2.0,Y,no,15,3,1,80,1,6.0,1,3.0,5,5,1,2
28,No,travel_rarely,603,Sales,5.0,2.0,life sciences,1,816,2.0,Female,32,3,2,SALES EXECUTIVE,2.0,Divorced,8759.0,7031,3.0,Y,No,11,3,1,80,1,5.0,1,4.0,5,5,2,1
36,No,Travel_Rarely,334,Research & Development,11.0,1.0,TECHNICAL DEGREE,1,1324,2.0,Male,62,1,4,Manufacturing Director,1.0,Single,14747.0,17899,3.0,Y,No,11,3,3,80,0,10.0,3,3.0,10,1,2,10
27,Yes,Travel_Rarely,1220,Research & Development,8.0,3.0,Other,1,1381,3.0,Male,32,1,2,Laboratory Technician,2.0,Married,11953.0,21611,2.0,Y,Y,19,3,3,80,1,5.0,5,2.0,5,2,0,0
35,No,Travel_Rarely,726,Sales,1.0,3.0,Marketing,1,1016,2.0,Female,48,4,2,Sales Executive,3.0,Married,8949.0,13346,2.0,Y,Yes,19,3,4,80,0,6.0,5,3.0,3,1,0,3
44,No,Non-Travel,454,Research & Development,1.0,3.0,Technical Degree,1,902,1.0,Female,77,1,1,Laboratory Technician,3.0,Divorced,4827.0,2461,1.0,Y,Y,19,3,3,80,0,21.0,2,2.0,1,1,0,1
30,no,TRAVEL_RARELY,741,SALES,13.0,1.0,Technical Degree,1,1239,1.0,Male,93,3,1,Manager,2.0,Married,,23046,5.0,Y,No,14,3,3,80,1,4.0,0,3.0,4,4,0,4
30,No,Travel_Rarely,557,  Research & Development  ,5.0,2.0,  Medical  ,1,217,3.0,Male,81,4,2,Laboratory Technician,1.0,Single,9819.0,20316,2.0,Y,no,15,3,1,80,1,9.0,0,2.0,2,2,1,2
25,no,Travel_Rarely,682,sales,6.0,4.0,Other,1,350,3.0,Female,78,3,1,SALES REPRESENTATIVE,1.0,Divorced,6138.0,15639,1.0,Y,No,16,4,4,80,2,3.0,2,,0,0,0,0
48,Y,Travel_Frequently,150,Research & Development,1.0,2.0,Other,1,1415,3.0,Female,60,2,2,Manufacturing Director,2.0,Divorced,9312.0,16920,2.0,Y,Yes,12,4,4,80,1,19.0,6,3.0,1,1,1,1
40,No,Travel_Rarely,368,  Research & Development  ,2.0,2.0,Life Sciences,1,428,2.0,Female,72,1,2,Manager,3.0,MARRIED,7764.0,5732,2.0,Y,No,14,3,3,80,1,18.0,5,4.0,2,1,0,2
47,No,Travel_Frequently,1385,Research & Development,5.0,2.0,Other,1,310,1.0,Male,98,3,3,Healthcare Representative,1.0,Married,13214.0,18668,1.0,Y,No,13,3,4,80,0,22.0,1,2.0,9,8,0,0
54,N,TRAVEL_RARELY,533,Research & Development,4.0,3.0,OTHER,1,372,1.0,Male,92,1,2,Research Director,2.0,Single,11466.0,25804,1.0,Y,no,11,3,3,80,2,33.0,3,3.0,0,0,0,0
42,No,Travel_Frequently,858,Research & Development,9.0,4.0,Other,1,985,3.0,Female,79,1,3,Research Scientist,3.0,Married,11685.0,8155,0.0,Y,No,11,3,3,80,2,18.0,0,3.0,5,1,5,0
41,Yes,Travel_Rarely,202,Research & Development,3.0,2.0,Medical,1,1039,2.0,Female,73,3,2,Laboratory Technician,4.0,Married,11431.0,26014,1.0,Y,No,11,3,3,80,0,15.0,4,4.0,0,0,0,0
48,No,NON-TRAVEL,171,Research & Development,9.0,2.0,Other,1,578,3.0,Male,64,2,4,Manufacturing Director,3.0,Divorced,13444.0,18392,1.0,Y,No,25,3,1,80,0,26.0,1,3.0,10,3,1,2
52,No,Travel_Frequently,427,Research & Development,5.0,2.0,Life Sciences,1,808,4.0,Male,77,2,1,Laboratory Technician,2.0,Married,8053.0,2258,1.0,Y,No,11,3,1,80,1,28.0,0,4.0,0,0,0,0
39,No,Travel_Frequently,1303,  Sales  ,6.0,1.0,Life Sciences,1,605,2.0,,71,4,2,sales representative,3.0,Divorced,9425.0,14709,2.0,Y,Yes,21,4,4,80,1,7.0,0,3.0,4,4,4,2
34,No,NON-TRAVEL,328,Research & Development,5.0,3.0,Medical,1,1467,4.0,Male,64,4,2,research scientist,4.0,Married,10773.0,2859,4.0,Y,No,18,3,2,80,2,9.0,3,4.0,4,2,4,1
34,No,Travel_Rarely,635,RESEARCH & DEVELOPMENT,24.0,3.0,medical,1,483,4.0,Female,84,4,1,Healthcare Representative,1.0,DIVORCED,6520.0,4195,2.0,Y,No,13,3,3,80,2,11.0,0,3.0,0,0,0,0
37,No,Travel_Rarely,1025,Research & Development,2.0,3.0,TECHNICAL DEGREE,1,712,1.0,Female,33,2,3,Manufacturing Director,3.0,Married,11896.0,8479,5.0,Y,Y,25,3,2,80,1,23.0,1,3.0,14,0,0,1
19,No,Travel_Rarely,109,Sales,6.0,3.0,Marketing,1,347,4.0,Male,71,3,1,SALES REPRESENTATIVE,2.0,Single,8011.0,21539,1.0,Y,No,12,3,2,80,3,1.0,4,,1,1,1,1
23,no,  Non-Travel  ,722,Research & Development,10.0,3.0,TECHNICAL DEGREE,1,920,,Female,43,2,1,manager,1.0,Married,8252.0,26496,2.0,Y,No,14,3,3,80,0,0.0,4,2.0,0,0,0,0
21,Yes,Travel_Rarely,758,Research & Development,17.0,2.0,Life Sciences,1,1173,,Female,99,4,2,Healthcare Representative,1.0,SINGLE,12122.0,15286,3.0,Y,No,16,3,2,80,0,0.0,1,,0,0,0,0
25,No,travel_rarely,1338,Research & Development,3.0,2.0,  Other  ,1,1267,1.0,Female,49,3,1,Laboratory Technician,1.0,  Single  ,8261.0,12208,1.0,Y,No,12,4,3,80,0,0.0,0,3.0,0,0,0,0
26,No,Travel_Rarely,866,Research & Development,20.0,2.0,  Other  ,1,671,3.0,Male,86,1,2,MANAGER,3.0,Married,9824.0,22234,0.0,Y,No,12,3,1,80,1,6.0,5,2.0,0,0,0,0
35,No,travel_rarely,457,  Research & Development  ,2.0,1.0,Technical Degree,1,997,3.0,Male,63,4,1,Manager,1.0,SINGLE,8579.0,10824,2.0,Y,No,14,3,4,80,0,8.0,4,3.0,1,0,1,1
